movie_title,recommended_titles
The Wedding Party,"The Party, The Party 2, Party 7, All About My Mother, The Edukators"
Blues Brothers 2000,"The Blues Brothers, Brothers, Brothers, Seven Brides for Seven Brothers, Popular Music"
Hellraiser III: Hell on Earth,"Sky High, Kaminey, Cadence, Saw III, Earth"
The Crimson Pirate,"The Pirate, The Lord of the Rings: The Two Towers, Giant, Captain Corelli's Mandolin, The Crimson Kimono"
Journey to the Center of the Earth,"Insomnia, Next Door, Wild Strawberries, The Passion of the Christ, The Last Samurai"
Kaena: The Prophecy,"Blues Brothers 2000, Gandahar, Karas: The Prophecy, The Prophecy, Prophecy"
Inspector Clouseau,"An Inspector Calls, Inspector Gadget, Anatomy of a Murder, Three Colors: White, Star Trek: The Motion Picture"
Support Your Local Sheriff,"Support Your Local Gunfighter, 00 Schneider - Jagd auf Nihil Baxter, Carry On Don't Lose Your Head, Cousin, Cousine, The Jerk"
The Great Race,"Race, Great!, Cruel Intentions 3, Spirit: Stallion of the Cimarron, Dying Young"
"It's a Mad, Mad, Mad, Mad World","The Mad, Watch Out, We're Mad, Mad Max, Mad Monster Party?, Mad City"
Pat Garrett & Billy the Kid,"The Calcium Kid, High Fidelity, Stolen Kisses, High Noon, Casablanca"
The Return of Don Camillo,"Return to Me, The Return, Spring, Summer, Fall, Winter... and Spring, Barton Fink, Good bye, Lenin!"
The First Great Train Robbery,"The Great Train Robbery, First Kid, Great Expectations, First Sunday, Vacancy 2: The First Cut"
Roxanne,"Spring, Summer, Fall, Winter... and Spring, Star Trek: Generations, Amélie, The Godfather, Germany: A Summer's Fairytale"
Exorcist II: The Heretic,"The Fly II, A Tale of Two Sisters, Timecop, Alfie, Cyborg"
The Exorcist III,"Psycho III, The Art of War III: Retribution, The Green Mile, Spider-Man 3, The Man Who Knew Too Much"
The I Inside,"Inside, Inside I'm Dancing, Unforgiven, Ice Age, One, Two, Three"
Kelly's Heroes,"Kaena: The Prophecy, A King in New York, Ned Kelly, Cadet Kelly, Imaginary Heroes"
Slap Shot,"Slap Shot 3: The Junior League, The Last Shot, Slap Shot 2: Breaking the Ice, Bitch Slap, The Elementary Particles"
The Man with Two Brains,"The Common Man, Me Two, The Man Between, Iron Man, The Man"
Serial Mom,"Mr. Mom, How to Be a Serial Killer, The First Great Train Robbery, Race to Witch Mountain, What We Do Is Secret"
Nobody's Fool,"Nobody Knows, Kissing a Fool, Mr. Nobody, The Elementary Particles, Crouching Tiger, Hidden Dragon"
The Hunchback of Notre Dame,"The Hunchback of Notre Dame, The Hunchback of Notre Dame, The Hunchback of Notre Dame, The Hunchback of Notre Dame II, The Monster"
Another 48 Hrs.,"48 Hrs., Another Stakeout, Another You, No End, You've Got Mail"
New Nightmare,"Nightmare Alley, Nightmare, The Postman, The Sandlot, Small Soldiers"
Toys,"American History X, Brother of Sleep, Ringu, Becoming Jane, Prêt-à-Porter"
The Kentucky Fried Movie,"The Drawn Together Movie: The Movie!, The Simpsons Movie, Judgment Night, Berlin is in Germany, Live and Let Die"
Suzhou River,"A Trip Down the River, The River Wild, The River Why, Animal Farm, The Mummy Returns"
Redacted,"Kill Bill: Vol. 1, 9 Songs, Brokeback Mountain, 8½, Sunset Boulevard"
Stir of Echoes,"American Beauty, Stir of Echoes: The Homecoming, Apollo 13, The Bodyguard, Stalag 17"
Through a Glass Darkly,"Heart of Glass, The Glass House, The Glass Wall, Finding Nemo, Walk on Water"
Rear Window,"Rear Window, New Jack City, The Kentucky Fried Movie, Poison Ivy II: Lily, The Window"
Anthony Zimmer,"The Big Lebowski, Mifune, Muriel's Wedding, The Bank Dick, Letters from Iwo Jima"
The List of Adrian Messenger,"The Legend of Boggy Creek, Farewell, Friend, Carlito's Way, My Best Fiend, Stir of Echoes"
Last Life in the Universe,"The Last Word, The Life of David Gale, Angels of the Universe, The Last Broadcast, After Life"
DeepStar Six,"One Six Right, Good bye, Lenin!, Sixty Six, Oldboy, Little Buddha"
Yellowbeard,"Elvira, Mistress of the Dark, Dying Young, Beautiful Girls, The Longest Day, Above the Law"
"Play It Again, Sam","I Am Sam, Child's Play 2, Play Dirty, Anatomy of a Murder, Match Point"
Even Angels Eat Beans,"We're No Angels, We Are Not Angels, Hell's Angels, The Fifth Element, Kill Bill: Vol. 1"
Thieves and Robbers,"Bicycle Thieves, Princess of Thieves, Thieves, Hero, Raiders of the Lost Ark"
Bomber,"Rush Hour, Kal Ho Naa Ho, The Hunting Party, Divine Secrets of the Ya-Ya Sisterhood, The Covenant"
The Life of David Gale,"The Story Of My Life, The Man of My Life, The Life Before Her Eyes, The Death and Life of Bobby Z, Here Is Your Life"
Go for It,"Go, The Go-Between, Thunderbirds are GO, Go for Zucker, Monster a-Go Go"
Rio Grande,"Dancer in the Dark, The White Sound, Bull Durham, True Romance, Insomnia"
The Haunting,"The Haunting, Star Wars, The Haunting in Connecticut, The Mummy, The Last Samurai"
Flushed Away,"Far and Away, Away from Her, French Kiss, Monster, The World of Apu"
Quo Vadis,"Bread and Tulips, The Docks of New York, Blood: The Last Vampire, The Devil's Backbone, Noi the Albino"
Porco Rosso,"Quo Vadis, Help! I'm A Fish, Lupin the Third: The Castle of Cagliostro, Schindler's List, A Close Shave"
Blast from the Past,"Out of the Past, Blast, Half Past Dead, Taxi Driver, The Interpreter"
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"I Always Wanted to Be a Gangster, I'll Always Know What You Did Last Summer, Taxi Driver, Underworld, Snakes on a Plane"
Asterix and the Big Fight,"The Big Country, Pirates of the Caribbean: At World's End, Things to Do in Denver When You're Dead, Sleepers, The X Files"
Pippi on the Run,"Run Ronnie Run, On the Run, Little Miss Sunshine, Play It Again, Sam, The Red Inn"
Münchhausen,"The Celebration, The Bodyguard, Spanglish, Short Circuit, Becoming Jane"
Solino,"Ariel, Gladiator, Knockin' on Heaven's Door, Saw, Dead Poets Society"
Legion of the Dead,"Dead Weight, Dead Silence, Dead Again, Carry On Cleo, Legion"
Three Men and a Little Lady,"The Yes Men, Three Men and a Cradle, Three Men and a Baby, The Dark Knight, Monster"
Mamma Mia!,"Spring, Summer, Fall, Winter... and Spring, Star Trek: Generations, Amélie, The Godfather, Germany: A Summer's Fairytale"
Vanity Fair,"It Happened at the World's Fair, My Fair Lady, Star Wars, Magnetic Rose, Absolute Power"
Appleseed,"The Polar Bear, Conan the Barbarian, Save the Green Planet!, Mamma Mia!, Tortured"
Show Me Love,"I Love You Again, P.S. I Love You, From Paris with Love, No Time For Love, A Lot Like Love"
Old School,"No More School, School of Rock, Three Colors: White, Germany: A Summer's Fairytale, Magnolia"
New Police Story,"Police Story 3: Supercop, Naked in New York, Intermezzo: A Love Story, Japanese Story, Brave Story"
Are We There Yet?,"Are We Done Yet?, Is It College Yet?, Kevin & Perry Go Large, Appleseed, The Fisher King"
Guess Who,"Guess Who's Coming to Dinner, Italian for Beginners, The Name of the Rose, Star Trek: Generations, Young Adam"
The Dark Crystal,"Monsieur  Hulot's Holiday, Dream, Why Does Herr R. Run Amok?, Cocoon, The First Great Train Robbery"
"If It's Tuesday, This Must Be Belgium","The Gods Must Be Crazy, What's New Pussycat?, En Route, Laws of Attraction, Superman IV: The Quest for Peace"
Blow Out,"Blow-Up, Blow, The Wizard, Cube²: Hypercube, Klute"
Ran,"He Ran All The Way, The Magnificent Ambersons, The Blair Witch Project, Farewell, Friend, Spice World"
Gallipoli,"Letter from an Unknown Woman, A Guide for the Married Man, Ran, Revolution, Zulu Dawn"
Infernal Affairs II,"Infernal Affairs, Battle Royale II: Requiem, Pocahontas II: Journey to a New World, Saw II, Emmanuelle II"
Must Love Dogs,"I Love Your Work, Love Story 2050, Love's Long Journey, I Love You Again, Bye Bye Love"
Masters of the Universe,"Time Masters, Four Rooms, Against the Ropes, The Dark Crystal, Giovanna's Father"
Five Fingers,"Five Fingers of Death, The Five Venoms, Nausicaä of the Valley of the Wind, Star Trek III: The Search for Spock, Heavenly Creatures"
Hui Buh,"In the Realms of the Unreal, PlayTime, Joe Dirt, Five Fingers, Lifted"
Invincible,"The Invincible, Star Wars, Pirates of the Caribbean: The Curse of the Black Pearl, 2001: A Space Odyssey, Paradise Now"
The Myth,"Invincible, The Sorcerer's Apprentice, Firehouse Dog, Spaceballs, Breathless"
The Hunger,"Hunger, Invincible, Deadgirl, Criminal Lovers, Sudden Death"
Cronos,"Not Here to Be Loved, Rosemary's Baby, The Bridge on the River Kwai, Godzilla, A Scanner Darkly"
The Virgin Spring,"Spring Break, Late Spring, Spring, Summer, Fall, Winter... and Spring, Hero, The Fisher King"
Le Cercle Rouge,"Star Wars, Dancer in the Dark, The Dark, Before Sunrise, Indiana Jones and the Kingdom of the Crystal Skull"
Tae Guk Gi: The Brotherhood of War,"Gang War in Milan, Germany: A Summer's Fairytale, The Discovery of Heaven, 1. Mai – Helden bei der Arbeit, Maximum Overdrive"
The Best of Youth,"My Best Fiend, Blondie Knows Best, All The Best, Best Defense, Youth in Revolt"
Following,"Pirates of the Caribbean: Dead Man's Chest, 8 Mile, Absolute Power, Lock, Stock and Two Smoking Barrels, The Godfather: Part II"
Joyeux Noël,"Following, Impostor, Charlotte Gray, Passchendaele, The Story of Vernon and Irene Castle"
Casshern,"Don't Worry, I'm Fine, The Man Between, 1408, Young Frankenstein, Mystery Science Theater 3000: The Movie"
The Commitments,"Million Dollar Baby, Gandhi, The Talented Mr. Ripley, And the Ship Sails On, Waiter"
"Die Bademeister – Weiber, saufen, Leben retten","No End, To Die For, Die, Monster, Die!, Today You Die, Die weisse Rose"
Get Smart,"Get Smart, Again!, Get Smart's Bruce and Lloyd Out of Control, Get Over It, Payback, The Time Machine"
Street Fighter,"Street Fighter II: The Animated Movie, Street Fighter: The Legend of Chun-Li, The Last House on Dead End Street, Scarlet Street, Street Thief"
Elegy,"Metropolis, Twelve Monkeys, Mars Attacks!, Hero, Raiders of the Lost Ark"
Cyrano de Bergerac,"Jour de Fête, De Dominee, Dark Water, The Virgin Spring, O Contador de Histórias"
101 Dalmatians,"101 Dalmatians II: Patch's London Adventure, The Life Aquatic with Steve Zissou, Monty Python and the Holy Grail, GoodFellas, Dune"
Halloween: H20,"Halloween 5: The Revenge of Michael Myers, Halloween, The Ring, Pulp Fiction, Monsieur  Hulot's Holiday"
Nothing to Lose,"Nothing, All or Nothing, Scarface, Big Nothing, Just Sex and Nothing Else"
Stadtgespräch,"28 Days Later, Ariel, Shadows in Paradise, Gladiator, All About My Mother"
Vertical Limit,"The Vertical Ray of the Sun, The War of the Roses, Requiem for a Dream, Troy, Nosferatu"
xXx: State of the Union,"State of the Union, Garden State, Romy and Michele's High School Reunion, The Best of Youth, The SpongeBob SquarePants Movie"
The Miser,"28 Days Later, Alien, Vertigo, Sissi: The Fateful Years of an Empress, Shaft in Africa"
Two Missionaries,"Me Two, Two Rode Together, Mannequin Two: On the Move, Two Seconds, Sunrise: A Song of Two Humans"
Land of the Dead,"Dead or Alive 2: Birds, The Land Before Time XII: The Great Day of the Flyers, The Party, Inspector Gadget, Garden State"
La Cage aux folles II,"La Cage aux folles, Halloweentown II: Kalabar's Revenge, Maybe... Maybe Not, Dead Poets Society, Muriel's Wedding"
Love and Death,"I Love You to Death, Death In Love, Love Me No More, The Grapes of Death, George and the Dragon"
The Visitors,"The Visitors, O Brother, Where Art Thou?, Berlin is in Germany, Cockles and Muscles, The Ring"
The Emperor's New Groove,"The Bad Lieutenant: Port of Call - New Orleans, Meet the Fockers, The Shining, Short Cuts, The Incredibles"
Crime Busters,"Crime of Passion, West Side Story, Inkheart, Beowulf, Airplane II: The Sequel"
Bloodsport,"Bloodsport: The Dark Kumite, Terminator Salvation, Breakfast on Pluto, The Mothman Prophecies, Witchery"
The Adventures of Pluto Nash,"The Adventures of Pinocchio, Spacehunter: Adventures in the Forbidden Zone, Confidentially Yours, Cliffhanger, The Phantom"
Big Man Japan,"Fever Pitch, Little Big Man, Big River Man, Big Fish, Hollow Man"
Cat Ballou,"Black Cat, White Cat, The Cat o' Nine Tails, The People vs. Larry Flynt, The Longest Yard, Cat People"
The Man Who Shot Liberty Valance,"The Third Man, The Strongest Man in the World, The Man with One Red Shoe, The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers, Lupin the Third: Bye Bye Liberty Crisis"
Stroszek,"Forrest Gump, Jarhead, Talk to Her, Walk the Line, Billy Elliot"
The Bad Lieutenant: Port of Call - New Orleans,"Naked in New York, 2001: A Space Odyssey, Open Water, Raiders of the Lost Ark, Megacities"
Smiles of a Summer Night,"The Night Porter, 'Twas the Night Before Christmas, Summer Camp Nightmare, Silent Night, Bloody Night, Summer's Blood"
The Replacement Killers,"Finders Killers, The Killers, The Killers, All About My Mother, Brokeback Mountain"
Kiss of the Spider Woman,"Spider-Man, The Last Kiss, The Woman in Black, Kiss the Bride, Kiss of Death"
The Secret of NIMH,"Secret, The Secret, The Secret, Secret, The Virgin Spring"
Red Road,"The Road to Wellville, Red Water, Red Eye, Red Dust, The Red Inn"
War and Peace,"War and Peace, War and Peace, How I Won the War, Casualties of War, War Photographer"
Tightrope,"Megacities, A Clockwork Orange, Mambo Italiano, Johnny Handsome, Next Door"
Chitty Chitty Bang Bang,"Bang, Boom, Bang, Kiss of the Spider Woman, The Undefeated, Bang Bang You're Dead, Three Colors: Red"
The Enigma of Kaspar Hauser,"Kaspar Hauser, The Terminator, Volver, Ocean's Eleven, Once Upon a Time in America"
Sanjuro,"Rush Hour, Kal Ho Naa Ho, The Hunting Party, Divine Secrets of the Ya-Ya Sisterhood, The Covenant"
Fist of Fury,"Fury, New Fist of Fury, Hero, The Dark Knight, Mulholland Drive"
Who's Harry Crumb?,"Dirty Harry, Crumb, The Fiendish Plot of Dr. Fu Manchu, Bad Boys, Red Road"
Cheeky Girls,"Girls! Girls! Girls!, Some Girls Do, Some Girls, These Girls, Dasepo Naughty Girls"
Peacock,"Before Sunrise, Arsenic and Old Lace, Garden State, The Hours, The Jazz Singer"
Bunty Aur Babli,"Jellyfish, Knockaround Guys, Cheeky Girls, Natural Born Killers, Jurassic Park III"
The Riddle of the Sands,"Night on Earth, Junebug, The Wisdom of Crocodiles, The Big Sleep, Shall We Dance?"
Cabo Blanco,"Star Trek VI: The Undiscovered Country, Sweet Smell of Success, A Night in Heaven, Get Shorty, Turtles Can Fly"
Shaolin Soccer,"The Shaolin Temple, Next, Local Color, Leningrad, Tuya's Marriage"
The Haunting,"The Haunting, Star Wars, The Haunting in Connecticut, The Mummy, The Last Samurai"
Village of the Damned,"Village of the Damned, Wilbur Wants to Kill Himself, The Lost Boys, The Legend of Zorro, The Last Drop"
Lemony Snicket's A Series of Unfortunate Events,"Girls on Top, The Last Run, Windstruck, Smokey and the Bandit, Pelle the Conqueror"
Intolerable Cruelty,"The Good German, Me and You and Everyone We Know, Subconscious Cruelty, Stargate, The Dust Factory"
I.Q.,"Ariel, Shadows in Paradise, Forrest Gump, Italian for Beginners, Mifune"
The Deer Hunter,"Captain Kronos: Vampire Hunter, Gonzo: The Life and Work of Dr. Hunter S. Thompson, The Hunter, Demon Hunter, The Untouchables"
Buena Vista Social Club,"Run Lola Run, Snatch, The Devil's Advocate, Beste Zeit, Youth Without Youth"
Rob Roy,"Cool as Ice, Final Fantasy: The Spirits Within, Liberty Stands Still, Une Chambre en Ville, Baron Blood"
Hard Boiled,"Die Hard, The Hard Way, Knockin' on Heaven's Door, Duck, You Sucker, Bread and Tulips"
Harvey,"The Harvey Girls, Armageddon, The Dark Knight, Last Chance Harvey, 20,000 Leagues Under the Sea"
Elizabeth I,"Elizabeth, East of Eden, Rebel Without a Cause, Rio Bravo, Snow Cake"
Peter's Friends,"Just Friends, Peter & the Wolf, My Friends, Circle of Friends, Blade Runner"
The Hound of the Baskervilles,"The Hound of the Baskervilles, The Hound of the Baskervilles, The Hound of the Baskervilles, Summer Days With Coo, Satan's Blood"
Guyver: Dark Hero,"The Guyver, Dark Blue, Near Dark, Dark Angel, Gerry"
The Hairdresser's Husband,"The Accidental Husband, Four Rooms, Three Colors: Blue, Dont Look Back, Star Trek: The Motion Picture"
Fright Night,"Night Without Sleep, Fright Night Part 2, Brazil, Paradise Found, Who's Afraid of Virginia Woolf?"
This Is England,"Carry On England, Fire Over England, Tron, Back to the Future Part III, East of Eden"
Viva Maria!,"Viva, Viva Zapata!, War and Peace, Nur über meine Leiche, Femme Fatale"
Naked in New York,"The Gendarme in New York, Poison Ivy: The New Seduction, New York, New York, New York, New York, I Love You"
Angel,"Angel, Angel's Egg, Pusher III: I'm the Angel of Death, Angel-A, Angel Heart"
Space Chimps,"Space Raiders, 2001: A Space Travesty, Pandora's Box, Control, The Heartbreak Kid"
White Noise,"Feel The Noise, White Noise 2: The Light, Sydney White, Snow White and the Seven Dwarfs, The White Stripes: Under Great White Northern Lights"
Beethoven,"Copying Beethoven, Beethoven's 2nd, Beethoven's Big Break, Schindler's List, Evil Dead II"
Jab We Met,"When Harry Met Sally..., Shadows in Paradise, Snatch, O Brother, Where Art Thou?, 48 Hrs."
